docID,content
plxh-0185,過去西雙版納傣族人民住房低劣，現在不少社員蓋起了具有民族特點的新房。這是景洪縣一家傣族社員的住宅。
plxh-0199,毛澤東同志、周恩來同志、王洪文同志在中國共產黨第十次全國代表大會主席台上。
plxh-0200,"中國共產黨第十次全國代表大會於八月二十四日至二十八日在北京隆重舉行。
圖為毛澤東同志在大會主席台上。"
plxh-0202,十月一日，柬埔寨王國民族團結政府首相賓努親王和夫人、英·薩利特使、印度尼西亞共產黨中央代表團團長、印度尼西亞共產黨中央委員會政治局委員尤素福·阿吉托羅普、越南勞動黨中央書記處書記黎文良、阿爾巴尼亞勞動黨中央候補委員沙拉等，由中國領導人董必武、王洪文、葉劍英、興德、蘇振華、聶榮臻等陪同，在北京首都體育館觀看體育表演。
plxh-0203,十月一日，中國台灣省旅日同胞觀光團在北京中山公園的國慶遊園聯歡會上，高呼：'中華人民共和國萬歲！' '台灣一定要解放！'
plxh-0204,中共中央政治局委員江青同柬埔寨王國民族團結政府首相賓努親王夫人（左）、加拿大科學技術部部長讓娜·素韋夫人（右）在北京舉行的慶祝中華人民共和團成立二十四周年招待會上。
plxh-0205,十月一日，北京工人民兵在勞動人民文化宮的國慶聯歡會上觀看演出。
plxh-0206,十月一日，中國人民解放軍指戰員和北京市人民一起歡度國慶。
plxh-0207,中共中央候補委員、首都鋼鐵公司工人馬小六（中）、同參加國慶遊園聯歡的工人群眾一起暢談國內外大好形勢。
plxh-0208,十月一日，中共中央政治局委員陳錫聯（前左一）在瀋陽同群眾一起歡慶中華人民共和國成立二十四周年。
plxh-0209,十月一日，中共中央政治局委員許世友（前左一）在南京同群眾一起歡慶中華人民共和國成立二十四周年。
plxh-0210,十月一日，中國領導人朱德、華國鋒、李先念、姚文元、蘇振華等在北京頤和園和群眾一起參加國慶遊園聯歡活動。
plxh-0211,十月一日，中共中央政治局委員韋國清（前右三）在南寧同群眾一起歡慶中華人民共和國成立二十四周年。
plxh-0212,十月一日，中國領導人李德生、張春橋、紀登奎、吳德、汪東興、倪志福等，在北京勞動人民文化宮和群眾一起參加國慶遊園聯歡活動。
plxh-0213,十月一日，中共中央政治局委員陳永貴在蘭州市同出席甘肅省農業學大寨經驗交流會的代表及工農兵群眾一起參加國慶遊園聯歡活動。
plxh-0214,十月一日，北京人民舉行大遊園聯歡，熱烈慶祝中華人民共和國成立二十四周年。這是遊園群眾在中山公園觀看文藝節目。
plxh-0215,十月一日，中共中央政治局候補委員吳桂賢（二排左二）在西安同群眾一超歡慶中華人民共和國成立二十四周年。
plxh-0216,十月一日，中共中央政治局候補委員賽福鼎在烏魯木齊同群眾一起歡慶中華人民共和國成立二十四周年。
plxh-0217,右起：許世友、李先念、董必武同志在大會主席台上。
plxh-0218,右起：王洪文、葉劍英同志在大會主席台上。
plxh-0219,左起：劉伯承、朱德、陳錫聯同志在大會主席台上。
plxh-0220,在中國共產黨第十次全國代表大會上。
plxh-0221,當毛主席出現在主席台的時候，全場歡聲雷動，代表們懷著激動的心情，長時間熱烈鼓掌，高呼：'偉大領袖毛主席萬歲！萬萬歲'
plxh-0222,右起：汪東興、吳德同志在大會主席台上。
plxh-0223,左起：姚文元、紀登奎、華國鋒同志在大會主席台上。
plxh-0224,上海京劇團《龍江頌》劇組在湖南長沙縣果園公社為貧下中農演出革命現代京劇《龍江頌》選段。
plxh-0225,中國共產黨第十次全國代表大會於八月二十四日到二十八日在北京隆重舉行。圖為王洪文同志代表中國共產黨中央委員會作關於修改黨憲的報告。
plxh-0226,右起：張春橋、江青同志在大會主席台上。
plxh-0227,中國共產黨第十次全國代表大會於八月二十四日至二十八日在北京隆重舉行。這次大會是一次團結的大會，勝利的大會，朝氣蓬勃的大會。圖為大會主席台。
plxh-0228,大會選舉了由一百四十八位代表組成的主席團。圖為在大會主席台就座的部分主席團成員。
plxh-0229,中國共產黨第十次全國代表大會正式開幕這一天，來自我們偉大社會主義祖國五湖四海的大會代表，通過高【】著馬克思、恩格斯、列寧、斯大林巨幅畫像的大廠，進入莊嚴的會場。
plxh-0230,伊犁哈薩克自冶州鞏留縣的一個牧民聚居點。
plxh-0231,新疆維吾爾自治區英吉沙縣紅旗公社的棉田一景。
plxh-0234,五月一日，北京中央民族學院的各族學員在遊園會上。
plxh-0235,國務院副總理鄧小平，政協全國委員會主席許德珩，五月一日上午來到頤和園，同北京工人階級和勞動人民一起歡慶 '五一' 國際勞動節。
plxh-0236,中共中央政治局委員李先念，政治局候補委員李德生、汪東興，中共中央委員華國鋒、吳德，五月一日下午在頤和園同北京群眾一起觀看文藝節目。
plxh-0237,中共中央政治局委員姚文元，政治局候補委員紀登奎，中共中央委員王洪文等，五月一日下午來到勞動人民文化宮同北京工人階級和勞動人民一起遊園聯歡，熱烈慶祝 '五一' 國際勞動節。
plxh-0238,中共中央政治局委員許世友在南京和群眾一起參加慶祝 '五一' 國際勞動節的活動。
plxh-0239,北京市工人身穿各族人民服裝，在北京勞動人民文化宮載歌載舞，熱烈慶祝 '五一' 國際勞動節。
plxh-0240,中共中央政治局委員陳錫聯在瀋陽和群眾一起參加慶祝 '五一' 國際勞動節的活動。
plxh-0241,五月一日，北京郊區人民公社社員，在天壇公園遊園會上觀看節目。
plxh-0242,中國領導人周恩來、江清、葉劍英、張春橋同志，五月一日在北京中山公園會見了來自墨西哥、日本和加拿大的朋友們。
plxh-0243,北京市人民在頤和園的昆明湖上舉行水上聯歡，歡度 '五一' 國際動節。
plxh-0244,五月一日，北京市人民在中山公園舉行盛大遊園聯歡，熱烈慶祝 “五一” 國際勞動節。
plxh-0245,五月一日，中國人民解放軍指戰員和北京市人民一起歡度 '五一' 國際勞動節。
plxh-0246,北京郊區人民公社的青年社員在化裝準備在 '五一' 遊園會上演出節目。
plxh-0247,中共中央政治局常委周恩來，政治局委員江清、葉劍英、張春橋來到中山公園同北京工人階級和勞動人民一起歡度 “五一” 國際勞動節。
plxh-0248,中共中央政治局委員朱德，中共中央軍委副主席徐向前、聶榮臻，國務院副總理陳雲、李富春，政協全國委員會副主席傅作義在中山公園和北京群眾一起歡慶 '五一' 國際勞動節。
plxh-0249,"中國共產黨第十次全國代表大會於八月二十四日至二十八日在北京隆重舉行。
圖為周恩來同志代表中國共產黨中央委員會在大會上作政治報告。"
plxh-0302,浙江省浦江縣早稻獲得豐收，社員群眾踴躍向國家交售豐收糧。
plxh-0312,昔日游牧的尼瑪人民公社藏族牧民，現在實現下定居。全公社興建了十四個草原新村和一些生活設施。這是牧民在【】【】【】裡縫製自己喜愛的民族服裝。
plxh-0321,來自上海的知識青年組成的一個班，在種植橡膠方面做出了成績，被評為西雙版納傣族自治州 '農業學大寨' 的先進集體。這是他們向深山進軍，開闢新的橡膠林地。
plxh-0329,在一九三五年漢江洪水氾濫、大堤決口處，湖北省鍾祥縣羅集公社旭光大隊黨支部書記康蘭英向青年們講述當年災荒的【】慘情景，批判林彪妄圖復辟資本主義、使勞動人民受二遍苦的罪行。
plxh-0331,"漢江丹江口水利樞紐建成後，有效地控制了漢江上游的洪水，大大減輕了洪水對漢江中下游平原的危害。
這是漢江流域河陽縣的一個大型排灌站 —— 排湖電力排灌站。"
plxh-0339,浙江東陽縣店人民醫院醫生吳愛姣（左）和七十三歲的貧農社員郭彩球親切交談。郭彩球患深部膿瘍，三年不能起床，吳愛姣主動送醫送藥上門，為她細心治療，使長年患病的郭彩球恢復了健康。
plxh-0340,北京醫務人員遵照毛主席 '把醫療衛生工作的重點放到農村去' 的教導，組成醫療隊來到雲南省西雙版納傣族自冶州，為邊疆少數民族防病治病。這是醫療隊員在給傣族社員檢查身體。
plxh-0341,農業生產的發展，促進了林縣的教育、合作醫療事業不斷發展。這是城關公社大菜園大隊小學五年級學生正在上課。
plxh-0344,在批林批孔運動中，天津鐵路分局天津站老工人杜玉書用馬克思主義觀點宣講儒法鬥爭史。
plxh-0362,沉陽電纜廠的工人業餘理論輔導員和遼寧大學中文系師生一起選注法家作品。
plxh-0363,北京市北新橋街道黨委在批林批孔運動中，堅持舉辦理論輔導員讀書班，培養理論骨幹，加強理論隊伍的建設。
plxh-0367,沉陽第一機床廠的一個青年學哲學小組，用馬克思主義的立場、觀點、方法研究儒法鬥爭的歷史，深入批林批孔。
plxh-0368,山東省掖縣路個莊大隊，在批林批孔鬥爭中，形成了一支由五十多人組成的農民理論隊伍，成為黨支部在全大隊深入、普及、持久地開展批林批孔運動的得力助手。這是理論學習小組成員劉家江，在批判林彪效法孔老二 '克己復禮' 妄圖復辟資本主義的罪行。
plxh-0419,北京京別團《沙家濱》劇組的文藝工作者，向具有光榮革命傳統的北京市順義縣焦莊戶大隊的民兵學習射擊。
plxh-0420,中國京劇團《平原作戰》劇組的革命文藝工作者在聽北京市平谷縣黃松峪大隊黨支部書記許福銀（左二）介紹農村階級鬥爭和兩條路線鬥爭情況。
plxh-0421,在革命現代京劇《紅燈記》中扮演李玉和的浩亮為海南島海口市廣大工農兵演唱《紅燈記》選段。
plxh-0422,中國人民解放軍某部女文藝戰士，深入邊防【】所，為守衛在祖國東北邊防線上的解放軍指戰員演出革命文藝節目。
plxh-0423,具有光榮革命傳統的上海碼頭工人積極投入批林批孔鬥爭。這是他們在批判林彪鼓吹 '孔孟之道' ，妄圖復辟資本主義的罪行。
plxh-0424,座落在黃浦江畔的上海第三煉鋼廠的兩個青年爐長萬長根（左）和何國祥。他們都是無產階級文化大革命中在中學畢業後進入工廠工作的。
plxh-0425,海員工人出身的上海港引水員汪月明正在黃浦江上執行外輸領航任務。解放前，中國港口的引水權被帝國主義所霸占，新中國成立後，各港口都培養了自己的引水員。
plxh-0426,黃浦江畔，陽光燦爛，兒童們在做體操。
plxh-0429,在教育革命中，蘇州市培養了一批有文化科學知識和實踐經驗的工人教師。圖為蘇州市第六中學工人教師江雲麟正在給學生上物理課。
plxh-0430,"蘇州長風機械廠的新老幹部和工人一起研究工作。
圖中右為廠黨委副書記王如洪、左二為廠黨委委員賀一芬，他們都是無產階級文化大革命中成長起來的新幹部。
右二為黨委書記賀傳林。"
plxh-0431,左起：周恩來、康生、李德生同志在大會主席台上。
plxh-0432,"國務院文化組和中國人民對外友好協會十月一日晚上在人民大會堂舉行盛大招待會，熱烈慶祝中華人民共和國成立二十二週年，招待各國友好組織、文化、藝術、體育等各界朋友和知名人士。
中共中央政治局常委，國務院總理周恩來，中共中央政治局委員江青、張春橋，中共中央委員、人大常委會副委員長郭沫若，出席了招待會。
國務院文化組織長吳德和對外友協負責人王國權主持招待會。圖為賓主出入招待會大廳。"
plxh-0433,這是會見時情形。
plxh-0434,柬埔寨國家元首、柬埔寨民族統一陣線主席諾羅敦·西哈努克親王和夫人，柬埔寨民族統一陣線中央政治局主席、柬埔寨王國民族團結政府首相賓努親王和夫人，柬埔寨國內特使英·薩利先生，十月一日由國務院總理周恩來，副總理李先念，中共中央軍委副主席葉劍英，人大常委會副委員長郭沬若陪同，遊覽了頤和園，同首都人民一起熱烈慶祝中華人民共和國成立二十二週年。
plxh-0435,五月一日，西哈努克親王和夫人、賓努親王和夫人，由周恩來、王洪文、葉劍英、江青、李先念、吳德、徐向前、阿沛·阿旺晉美陪同，在北京中山公園參加遊園聯歡活動。
plxh-0436,五月一日，吳桂賢（中）在西安和群眾一起參加慶祝 '五一' 國際勞動節的活動。
plxh-0437,五月一日，陳永貴（前左一）在太原和群眾一起參加慶祝 '五一' 國際勞動節的活動。
plxh-0438,五月一日，賽福鼎（前左二）在烏魯木齊和群眾一起參加慶祝 '五一' 國際勞動節的活動。
plxh-0439,五月一日，許世友（前左三）在廣州和群眾一起參加慶祝 '五一' 國際勞動節的活動。
plxh-0440,五月一日，張春橋、紀登奎、蘇振華、李富春、聶榮臻、周建人在北京勞動人民文化宮參加遊園聯歡活動。
plxh-0441,中央民族學院各族工農兵學員在紫竹院公園參加慶祝 '五一' 遊園。
plxh-0442,五月一日，姚文元、鄧小平、陳錫聯、華國鋒、汪東興、倪志福、沈雁冰、許德珩在北京頤和園參加遊園聯歡活動。
plxh-0443,五月一日，李德生（前左二）在瀋陽和群眾一起參加慶祝 '五一' 國際勞動節的活動。
plxh-0444,五月一日，朱德、陳雲在北京首都體育館觀看體育表演。
plxh-0445,五月一日，韋國清（中）在南寧和群眾一起參加慶祝 '五一' 國際勞動節的活動。
plxh-0446,台灣省籍高山族同胞和祖國各族人民一起，在中山公園參加遊園聯歡，慶祝 '五一' 國際勞動節。
plxh-0447,在批林批孔鬥爭中作出成績的中國人民解放軍北京衛戍區某部六連指戰人，在參加慶祝 '五一' 遊園活動時，和北京市群眾一起交談批林批孔的偉大意義。
plxh-0448,北京京劇團 《杜鵑山》劇組的革命文藝工作者在農村參加勞動休息時，同社員親切交談。
plxh-0449,廣東省江門市業餘體校體操班的學員在進行鞍馬訓練。
plxh-0450,大連海運學院無線電系工農兵學員趙兵（左）和教師一起，運用唯物辯證法分析化學變化中的各種複雜現象。
plxh-0451,山西省稷山縣人民醫院醫生焦順發，在醫療實踐中刻苦鑽研針灸理論，大膽探索用針刺頭皮的刺激區和穴位來治療疾病的頭針療法。兩年多來的實踐證明，頭針療法對腦源性的癱瘓、麻木、失語、失明、震顫等病患，有良好效果。這個患右肢癱瘓的公社社員，經過十幾天治療，癱瘓的右肢恢復了活動能力。
plxh-0452,中國京劇團《紅色娘子軍》劇組的演員馮志效（右二）等在北京二七機車車輛廠同工人一起勞動。
plxh-0453,"桐鄉縣社員努力貫徹以糧為綱，全面發展方針，取得顯著成績。
圖為社員在採摘菸葉。"
plxh-0454,河南林縣建設紅旗渠的人民公社社員，深入批判林彪鼓吹孔孟之道，妄圖復辟資本主義的罪行。
plxh-0455,"在建廠同時，北京石油化工總廠建成了污水處理場。
圖為污水處理場曝氣池一角。含有油、硫、酚、鹼等有毒物質的污水經過處理後，變成含氮的淨化污水，可灌溉農田、飼養魚、鴨。"
plxh-0456,中國舞劇團的文藝工作者，在湖南省瀏陽縣文家市公社參加採茶勞動。
plxh-0457,在北京的外國朋友五月一日在頤和園觀看北京人民慶祝 '五一' 國際勞動節的文藝節目。
plxh-0458,北京市東城區 '五·七' 幹校學員精神煥發，在中山公園參加慶祝 '五一' 遊園活動。
plxh-0461,蘇州市是中國重要的絲綢產地之一。近年來，綢、緞、綾、羅的產量和品種都有很大增長。圖為東方紅絲織廠的工人正在精心操作。
plxh-0472,在一九三五年漢江洪水氾濫、大堤決口處，湖北省鍾祥縣羅集公社旭光大隊黨支部書記康蘭英向青年們講述當年災荒的【】慘情景，批判林彪妄圖復辟資本主義、使勞動人民受二遍苦的罪行。
plxh-0474,桐鄉縣是浙江省蠶繭主要產地之一，這裡加工生產的絲綿暢銷國內外。
plxh-0490,"廣東省今年早稻獲得大面積平衡增產，平均畝產量和總產量都比去年增產一成以上。
圖為寶安縣沙井公社社員在邊收邊種。"
plxh-0507,從丹江口至武漢的高壓線路跨越長江，送電武漢，促進了工農業生產的發展。這是武漢供電局的工人正在帶電檢修超高壓輸電線路。
plxh-0515,"南京市綠樹成蔭的馬路。
解放以來，南京市人民大力開展城市綠化工作，植樹兩千四百多萬株，使一向以酷熱著稱的南京市，夏季氣溫下降了四至五度。"
plxh-0517,"南京大學物理系的工農兵學員在校辦液態氦車間聽老師講課。
南京大學現有工農兵學員二千二百多名。工農兵上大學，推動了學校教育革命的發展。"
plxh-0518,參加過成昆鐵路建設的彝族工人張文光（左）現在已成為行駛在成昆線上的內燃機車司機。
plxh-0519,"中國人民的偉大領袖毛澤東主席十月八日會見了埃塞俄比亞皇帝海爾·塞拉西一世陛下及其隨行人員。
周恩來總理等參加了會見。
毛主席同海爾·塞拉西一世皇帝陛下握手。"
plxh-0520,在毛主席革命路線指引下，中共河南省林縣縣委帶領全縣人民，自力更生，艱苦奮鬥，修成 '人造天河' 紅旗渠後，縣委書記楊貴（中）在和基層幹部一起規劃又一項新的水利工程。
plxh-0521,參加成昆鐵路建設的解放軍鐵道兵戰士在打隧道。
plxh-0522,一代新人在成長。這些參加修建紅旗渠的人民公社社員，現在已是林縣水力發電站的工人。
plxh-0523,中國交通部第二鐵路工程局的工人滿懷激情鋪設成昆鐵路最後一排鋼軌，勝利完成了全線接軌任務。
plxh-0524,成昆鐵路穿過大、小涼山，彝族民兵日夜守衛著這條鋼鐵長虹。
plxh-0554,隨著生產的發展，社員群眾購買力日益提高。這是桐鄉縣的一個百貨商店裡，顧客門在選購花布。
plxh-0555,海南歌舞團的音樂創作人員深入農村蒐集民歌，學習黎、苗族的民間音樂。
plxh-0556,雲南西雙版納傣族自治州文工團的革命文藝工作者在景洪縣街頭為群眾演出民族舞蹈。
plxh-0557,五一 之夜，節日的禮花五彩繽紛，天安門廣場萬眾歡騰。
plxh-0558,北京石油化工總廠全廠的煉油和化工裝置都實行自動化控制。這是一個煉油裝置的中心控制室。
plxh-0559,朝氣蓬勃的北京第三棉紡織廠的女工們。
plxh-0560,在廣西德保縣的天津醫務人員，立志紮根農村，經常深入過去缺醫少藥的山村，為社員防病治病。
plxh-0561,中國京劇團老演員張君秋，在河北省遵化縣沙石峪大隊輔導青年社員學唱革命樣板戲。
plxh-0562,中國人民解放軍駐新疆某部醫院，最近幾年先後組織了二十多個醫療隊，深入農村牧區巡迴醫療，為各族人民治病，並培訓了赤腳醫生和基層醫務人員八百多名，受到各族人民的歡迎。
plxh-0563,"二萬五千噸級船塢 '黃山號' 在上海建成。
這是浮船塢沉入水中後，一艘二萬五千噸貨輸送入船塢的情形。"
plxh-0564,成昆鐵路工程十分艱鉅，平均每一點七公里就有一座大型或中型橋樑，每二點五公里就有一座隧道。這是橋遂相連的大渡河橋。
plxh-0565,內蒙古烏蘭牧騎隊員正在為牧民演出。
plxh-0567,大會選舉了由一百四十八位代就想成的主席團。副為在大會主常台就座的部分主席團成員。
plxh-0568,廣東省台山縣解放以來已為國家輸送了三百多名排球運動員。這是台山縣農機二廠與瓷廠的工人排球隊在比賽后交流經驗。
plxh-0569,十月一日，北京革命群眾在陶然亭公園觀看精彩的雜技表演。
plxh-0570,蘇州市的傳統工藝品蘇繡，是中國四大名繡之一。解放後，蘇繡的題材不斷創新，刺繡針法發展到四十多種，繡品遠銷國內外。圖為蘇州市刺繡研究所工場一角。
plxh-0576,紅旗渠畔棉花豐收。
plxh-0577,粵劇演員鄺健廉（紅線女）在廣東省新會縣雙水公社同社員一起勞動休息時，為社員演唱粵劇《海港》選段。
plxh-0578,修建紅旗渠的開山炮聲打響後才誕生的孩子們，在黨的關懷下幸福地成長。
plxh-0579,在林縣合澗公社小屯大隊的物資交流會上，社員們在選購花布。
plxh-0580,北京第三棉紡織廠先進生產者錢玉英（左三）向織布車間的女工介紹生產經驗。這個廠群眾性技術革新活動十分活躍，由工人、技術人員、幹部組成的技術革新小組先後成功地革新了許多設備。
plxh-0581,北京第三棉紡織廠從女工中提拔了不少干部，她們在各級領導崗位上密切聯繫群眾，積極參加工廠管理，為社會主義建設作出貢獻。圖為準備車間黨總支書記王守貞（右）和工人親切交談。
plxh-0582,湖南湘繡廠工人正在繡製《韶山全景》。湘繡是中國四大名繡之一，近年來創作了許多現代題材的好作品。
plxh-0583,電影演員於洋在大寨大隊參加勞動休息時，同大寨老模範賈進才（左）親切交談。
plxh-0585,廣東梅縣西陽公社的一場農民足球賽。現在，全縣共有二千六百多個足球隊，經常舉行友誼比賽。
plxh-0587,廣東省東莞縣道滘公社工農群眾利用河網交錯的有利條件，廣泛開展游泳活動。
plxh-0588,北京的游泳愛好者在頤和園橫渡昆明湖。
plxh-0589,內蒙古自治區的草原牧民在蒙古包裡熱情接待解放軍戰士。
plxh-0590,"廣東省肇慶縣廣東儀錶廠的工人，在七星湖里游泳。
這個工廠百分之九十五的職工都參加了各種業餘體育活動，增強了體質，促進了生產的發展。"
plxh-0591,中國人民解放軍濟南部隊的醫務人員，在批林批孔運動中，熱情支持衛生戰線上的社會主義新生事物 —— 赤腳醫生和農村合作醫療事業。批判林彪一夥破壞毛主席革命衛生路線的罪行。
plxh-0592,中國人民解放軍北京衛戍區某部大連在舉行大會，深入批判孔孟之道，批判林彪反革命修正主義路線的極右實質。
plxh-0593,藏族歌才旦卓瑪同駐西藏的中國人民解放軍某部業餘文藝愛好者交流交藝工作經驗。
plxh-0594,北京京劇團《杜鵑山》劇組的演員楊春霞（前右二）等在首都鋼鐵公司為工人演出，聽取工人的意見。
plxh-0595,在無產階級文化大革命中，中國築路軍民勝利地建成了中國西南地區的交通幹線 —— 成昆鐵路。
plxh-0596,駐守在北部邊疆的中國人民解放軍，同當地民兵緊密團結，共守邊疆。
plxh-0597,鞍鋼中型軋鋼廠的工人運用他們研究成功的快速軋鋼操作法軋鋼。
plxh-0599,紅旗渠的配套工程南谷洞水庫，除蓄水灌溉農田外，還養魚六十萬尾，為改善山區人民生活創造了條件。
plxh-0601,林縣人民奮戰十年修建的一千五百公里長的紅旗的一段。
plxh-0602,蘇州城的四周興建了大量的工人住宅區，為這座古城增添了新的風采。
plxh-0603,廣東省東莞縣業餘游泳體校的學員在做游泳訓練前的準備活動。 
plxh-0604,"南京五老村街道幼兒園的兒童，在黨的關懷下，在教養員的撫育下茁壯成長，德育、智育、體育全面發展。
這是幼兒園兒童在做早操。"
plxh-0605,上海電訊器材廠生產的電視機。
plxh-0609,北京第三棉紡織廠準備車間女工在聚精會神地工作。
plxh-0610,人造天河 紅旗渠婉蜒穿越太行山。
plxh-0611,成昆線上過去人煙稀少的地區，現在出現了鐵路、公路、水運相連的繁忙景象。圖中鐵橋為目前中國最大跨度的金沙江鐵橋。
plxh-0612,成昆鐵路通車後，促進了城鄉物質交流。這是彝族群眾購買由火車運來的各種日用品。
plxh-0613,大渡河畔的 '一線天' 是成昆鐵路北段有名的險區。鐵路工人艱苦奮鬥，只用五十五天就 '一線天' 兩側的絕壁之間築起這座空腹式鐵路石拱橋。
plxh-0614,成昆鐵路線上，有不少車站建在隧道里或橋樑上。這是列車停在關村壩隧道車站。
plxh-0615,滿載建設物資的列車行駛在盎山彎道，線路交叉的成昆路上。
plxh-0616,內蒙古自治區，草茂羊肥，一片興旺景象。
plxh-0617,參加成昆路建設的鐵道兵戰士和鐵路工人不畏艱險，在懸崖峭壁上施工。
plxh-0618,黃浦兩岸廣大碼頭工人遵照毛主席關於 '獨立自主、自力更生' 的教導，用自己的雙手建設碼頭、改造碼頭，逐步提高港口裝卸的機械化程度。圖為正在裝運國產內燃機車的上海港碼頭一角。
plxh-0619,解放後，蘇州市的街道進行了改造，五十多公里的柏油馬路代替了過去的石子路。馬路兩旁，綠樹成蔭。圖為蘇州市人民路街景。
plxh-0620,遼寧省大連機車廠職工在製造大馬力內燃機車。
plxh-0621,黃浦江邊上海煉油廠的一個新設備正在安裝。這座煉油廠在解放前不過是一個僅有六隻油罐、四座倉庫的儲油所。經過解放以來的擴建和發展，現在它每年能加工四百萬噸原油。
plxh-0622,紅旗渠引來漳河水澆灌林縣大地，使全縣從山坡梯田到平原，形成了一個能蓄、能灌、能排的水利網。這是城關公社園田化景色。
plxh-0623,林縣人民在農業學大寨運動中，通過大干，改變了生產條件，促進了農業機械化的發展。這是聯合收割機正在收小麥。
plxh-0624,這是林縣小店公社的一個打麥場。
plxh-0625,紅旗渠水流過林縣任樹公社。使這個過去十年九旱、水貴如油的窮山溝，變為一個青山綠水，生氣勃勃的新山村。
plxh-0626,上海生理研究所的科研人員在貓身上進行針麻實驗，研究神經系統在針刺麻醉中的作用。
plxh-0628,洛陽東方紅拖拉機廠生產的大批拖拉機待運農村。
plxh-0629,四川、貴州、雲南三省物產豐富，資源雄厚。成昆鐵路通車後，為加速這個地區的工農業建設，提供了有利條件。圖為從祖國各地運到昆明車站的大批建設物資。
plxh-0630,上海柴油機廠一九七三年擴建的生產大型船用柴油機的車間，已開始為上海造船工業提供萬匹船用柴油機。
plxh-0631,"蘇州化工機械廠的工人在製造化工設備。
現在的產值比無產階級文化大革命前增長了一倍。"
plxh-0632,中國大慶油田的煉油廠一角。大慶是中國工業戰線的一面旗幟。
plxh-0633,這是海河水系徒駭河上新建的攔河閘。十多年來，華北地區人民根冶海河取得了顯著成績。
plxh-0634,漢江丹江口水利樞紐初期工程已勝利建成。
plxh-0635,廣東省台山縣的青年漁民，傍晚在海邊練習排球。
plxh-0636,利用紅旗水興辦水電事業，促進了工業的發展，這是新建的林縣化肥廠。
plxh-0637,北京郊區人民公社的聯合收割機在收割小麥。
plxh-0638,"桐鄉縣廣大社員和乾部，積極培育和推廣優良品種，實行科學種田。
這是桐鄉縣良種繁育場種子試驗室工作人員進行種子分析。"
plxh-0641,杭州東方紅絲織廠準備車間的工人在細心地整經。
plxh-0643,兩周歲的孫紅（前）在爸爸媽媽上工之後，和小朋友在幼兒園裡愉快地生活著。
plxh-0645,北京石油化工總廠的化驗員正在鑑定各種油品的質量。
plxh-0646,廣西田東縣的一所幼兒園裡，保健員正在給孩子們注射防疫針。
plxh-0647,"鴨綠江畔的遼寧省丹東市，是中國著名的柞絲綢產地。解放後，這裡擴建和興建了八個現代化的絲綢廠，從漂繭到巢絲、織綢、印染，都實現了機械化，完全改變了解放前土巢土織的落後面貌。一九七三年，丹東市柞絲綢產量與一九四九年相比，提高了一百二十多倍，生產的染色綢、印花綢、交織綢等各種柞絲綢達五百多個品種，兩千多種花色。
遼寧省丹東鳳城絲綢廠的女工正在進行鹼水巢絲。"
plxh-0648,"中國農村赤腳醫生總數已達一百多萬，他們為增進農民健康，改善農村衛生面貌發揮了重要作用。
圖為廣東省電白縣赤腳醫生在漁船上為社員治病。"
plxh-0652,北京市丰台區黃土崗公社白盆窖大隊革委會副主任、黨總支委員程士珍（前右一），帶領插隊落戶的知識青年到天壇公園參加慶祝 '五一' 遊園活動，勉勵他們紮根農村，走與工農相結合的道路。
plxh-0653,蘇繡老工人顧文霞（中）正在向青年工人傳授刺繡技藝。這個普通的刺繡女工現在是蘇州市刺繡研究所的黨支部副書記，並光榮地參加了中國共產黨第十次全國代表大會。
plxh-0654,幼兒園的教養員為孩子們安排了各種有意義的遊戲和活動。這是兒童們在搭積木。
plxh-0655,新疆吐魯番縣勝金公社社員採摘新棉。
plxh-0656,英姿颯爽的中國人民解放軍空軍某部女飛行員。